"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","사망자수[명]","명","5","10","21","20","11","8","19","16","15","9","11","18","19","13","22","13","14","14","9",
"피부 및 피하조직의 질환 (L00-L98)","남자","65 - 69세","사망률[십만명당]","십만명당",".7","1.3","2.7","2.4","1.3",".9","2.2","1.8","1.7","1","1.1","1.8","1.8","1.2","1.9","1.1","1.1","1",".6",
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","사망자수[명]","명","21","23","26","19","14","19","29","19","21","15","23","19","20","18","21","22","25","25","25",
"피부 및 피하조직의 질환 (L00-L98)","남자","70 - 74세","사망률[십만명당]","십만명당","5","5","5.1","3.5","2.4","3","4.4","2.8","2.8","1.9","2.9","2.4","2.5","2.2","2.5","2.5","2.7","2.6","2.5",
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","사망자수[명]","명","24","24","26","19","19","22","19","34","24","25","32","38","35","44","51","39","42","25","34",
"피부 및 피하조직의 질환 (L00-L98)","남자","75 - 79세","사망률[십만명당]","십만명당","10.2","9.6","9.8","6.7","6.2","6.6","5.1","8.3","5.4","5.2","6.2","7","6.1","7.1","7.7","5.8","6.2","3.6","4.9",
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","사망자수[명]","명","55","72","57","49","75","68","61","59","63","57","73","77","69","100","107","96","108","107","87",
"피부 및 피하조직의 질환 (L00-L98)","남자","80세이상","사망률[십만명당]","십만명당","30.1","37.4","28.2","23","33.1","27.9","23.3","21.2","21","17.4","20.3","19.3","15.7","20.7","20.3","16.6","17.2","15.8","11.7",
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","사망자수[명]","명","24","36","26","22","33","24","21","29","21","33","22","30","38","38","57","49","49","48","41",
"피부 및 피하조직의 질환 (L00-L98)","남자","80 - 84세","사망률[십만명당]","십만명당","19","27.3","19.1","15.6","22.3","15.2","12.3","15.9","10.6","15.2","9.2","11.2","12.7","11.6","16","12.7","11.9","10.9","8.6",
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","사망자수[명]","명","21","19","25","16","30","27","23","17","25","14","28","32","20","37","33","30","39","31","24",
"피부 및 피하조직의 질환 (L00-L98)","남자","85 - 89세","사망률[십만명당]","십만명당","48.6","40.4","49","28.6","48.5","40.5","32.9","23.3","32.7","17.2","31.6","33","19","31.7","25.5","20.8","23.9","16.8","11.9",
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","사망자수[명]","명","10","17","6","11","12","17","17","13","17","10","23","15","11","25","17","17","20","28","22",
"피부 및 피하조직의 질환 (L00-L98)","남자","90세이상","사망률[십만명당]","십만명당","77.2","124","40.9","69.1","69.6","90.1","81.4","56.7","66.9","34.9","72.8","44.6","31.1","65.8","41","36.9","39.3","50.3","36.3",
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","사망자수[명]","명","0","1","2","0","0","1","1","2","0","0","0","1","0","0","0","0","0","1","0",
"피부 및 피하조직의 질환 (L00-L98)","남자","15세 미만","사망률[십만명당]","십만명당","","0","0","","","0","0","0","","","","0","","","","","","0","",
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","사망자수[명]","명","21","22","29","26","25","27","32","43","20","19","33","29","32","37","38","33","52","37","39",
"피부 및 피하조직의 질환 (L00-L98)","남자","15 - 64세","사망률[십만명당]","십만명당",".1",".1",".2",".1",".1",".1",".2",".2",".1",".1",".2",".2",".2",".2",".2",".2",".3",".2",".2",
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","사망자수[명]","명","105","129","130","107","119","117","128","128","123","106","139","152","143","175","201","170","189","171","155",
"피부 및 피하조직의 질환 (L00-L98)","남자","65세 이상","사망률[십만명당]","십만명당","6.7","7.8","7.4","5.7","6","5.6","5.9","5.7","5.2","4.3","5.3","5.5","5","5.8","6.4","5.1","5.4","4.6","3.9",
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"피부 및 피하조직의 질환 (L00-L98)","남자","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 19세","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","사망자수[명]","명","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0",
"피부 및 피하조직의 질환 (L00-L98)","여자","20 - 24세","사망률[십만명당]","십만명당","","","","","","","",".1","","","","",".1","","","","","","",
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","사망자수[명]","명","1","0","0","1","0","0","0","1","0","0","0","2","0","0","0","0","0","1","0",
"피부 및 피하조직의 질환 (L00-L98)","여자","25 - 29세","사망률[십만명당]","십만명당",".1","","",".1","","","",".1","","","",".1","","","","","",".1","",
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","사망자수[명]","명","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","0","0",
"피부 및 피하조직의 질환 (L00-L98)","여자","30 - 34세","사망률[십만명당]","십만명당","","","","0",".1",".1",".1","","","","","","","",".1",".1",".1","","",
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","사망자수[명]","명","0","1","1","0","2","0","0","0","0","0","1","2","0","0","0","0","0","2","0",
"피부 및 피하조직의 질환 (L00-L98)","여자","35 - 39세","사망률[십만명당]","십만명당","","0","0","",".1","","","","","",".1",".1","","","","","",".1","",
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","사망자수[명]","명","3","0","1","0","1","0","1","2","2","1","1","1","3","0","0","4","1","1","0",
"피부 및 피하조직의 질환 (L00-L98)","여자","40 - 44세","사망률[십만명당]","십만명당",".1","","0","","0","","0",".1",".1","0","0","0",".1","","",".2",".1",".1","",
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","사망자수[명]","명","1","2","4","3","1","0","1","0","2","2","0","1","5","0","0","2","1","3","3",
"피부 및 피하조직의 질환 (L00-L98)","여자","45 - 49세","사망률[십만명당]","십만명당",".1",".1",".2",".1","0","","0","",".1",".1","","0",".2","","",".1","0",".1",".1",
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","사망자수[명]","명","1","3","4","0","4","1","3","4","1","0","0","1","5","4","4","3","1","2","1",
"피부 및 피하조직의 질환 (L00-L98)","여자","50 - 54세","사망률[십만명당]","십만명당",".1",".2",".3","",".2",".1",".2",".2","0","","","0",".2",".2",".2",".1","0",".1","0",
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","사망자수[명]","명","2","3","0","8","1","2","5","5","1","5","6","0","2","4","6","5","2","3","5",
"피부 및 피하조직의 질환 (L00-L98)","여자","55 - 59세","사망률[십만명당]","십만명당",".2",".3","",".7",".1",".2",".4",".3",".1",".3",".3","",".1",".2",".3",".2",".1",".1",".2",
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","사망자수[명]","명","4","7","2","3","3","2","5","6","1","3","3","8","6","8","8","5","1","6","6",
"피부 및 피하조직의 질환 (L00-L98)","여자","60 - 64세","사망률[십만명당]","십만명당",".4",".7",".2",".3",".3",".2",".4",".5",".1",".2",".2",".6",".4",".5",".5",".3",".1",".3",".3",
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","사망자수[명]","명","20","8","13","9","15","5","13","11","10","7","5","8","12","10","16","12","16","7","9",
"피부 및 피하조직의 질환 (L00-L98)","여자","65 - 69세","사망률[십만명당]","십만명당","2.2",".9","1.4",".9","1.4",".5","1.3","1.1","1",".7",".5",".7","1.1",".9","1.3",".9","1.2",".5",".6",
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","사망자수[명]","명","18","19","30","24","22","27","22","24","25","31","24","20","23","19","20","19","14","17","17",
"피부 및 피하조직의 질환 (L00-L98)","여자","70 - 74세","사망률[십만명당]","십만명당","2.7","2.7","4","3.1","2.7","3.2","2.5","2.7","2.6","3.1","2.4","2","2.4","2","2","1.9","1.3","1.5","1.5",
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","사망자수[명]","명","51","45","63","35","40","43","43","38","50","49","61","33","51","58","54","42","46","37","39",
"피부 및 피하조직의 질환 (L00-L98)","여자","75 - 79세","사망률[십만명당]","십만명당","11.4","9.4","12.5","6.6","7.1","7.3","6.8","5.7","7.1","6.6","7.8","4.1","6.1","6.6","5.9","4.5","5","4.1","4.3",
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","사망자수[명]","명","172","169","222","200","183","192","235","205","207","205","211","212","235","305","264","320","244","245","271",
"피부 및 피하조직의 질환 (L00-L98)","여자","80세이상","사망률[십만명당]","십만명당","38.7","36.3","45.3","38.4","32.8","32","36.4","29.7","28.1","26","24.9","23.2","23.9","29.1","23.6","26.8","19.2","18.2","19",
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","사망자수[명]","명","67","54","72","63","63","64","78","63","51","62","76","56","84","110","80","91","66","74","95",
"피부 및 피하조직의 질환 (L00-L98)","여자","80 - 84세","사망률[십만명당]","십만명당","24.6","19","24.2","20.3","19.2","18.1","20.4","15.4","11.7","13.4","15.5","10.6","14.9","18.3","12.6","13.6","9.5","10.2","12.3",
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","사망자수[명]","명","52","59","80","71","67","70","91","69","80","75","70","76","75","86","98","125","79","84","80",
"피부 및 피하조직의 질환 (L00-L98)","여자","85 - 89세","사망률[십만명당]","십만명당","43.1","46.6","59.2","48.3","41.1","39.8","48.8","34.9","38.2","33.4","28.6","28.4","26","27.8","29.6","35.2","20.5","20","18",
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","사망자수[명]","명","53","56","70","66","53","58","66","73","76","68","65","80","76","109","86","104","99","87","96",
"피부 및 피하조직의 질환 (L00-L98)","여자","90세이상","사망률[십만명당]","십만명당","103","103.2","121.3","106","79.7","81.9","86.5","87.8","82.4","66.1","58.2","67.1","59.5","78.4","56.4","62.1","53.7","43.4","44.7",
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","사망자수[명]","명","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"피부 및 피하조직의 질환 (L00-L98)","여자","15세 미만","사망률[십만명당]","십만명당","","","","","","","","","0","","","","","","","","","","",
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","사망자수[명]","명","12","16","12","16","13","6","16","19","7","11","11","15","22","16","19","20","7","18","15",
"피부 및 피하조직의 질환 (L00-L98)","여자","15 - 64세","사망률[십만명당]","십만명당",".1",".1",".1",".1",".1","0",".1",".1","0",".1",".1",".1",".1",".1",".1",".1","0",".1",".1",
"피부 및 피하조직의 질환 (L00-L98)","여자","65세 이상","사망자수[명]","명","261","241","328","268","260","267","313","278","292","292","301","273","321","392","354","393","320","306","336",
"피부 및 피하조직의 질환 (L00-L98)","여자","65세 이상","사망률[십만명당]","십만명당","10.6","9.4","12.2","9.5","8.7","8.7","9.8","8.5","8.6","8.3","8.2","7.2","8.2","9.6","8.4","8.9","6.9","6.3","6.6",
"피부 및 피하조직의 질환 (L00-L98)","여자","연령미상","사망자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",
"피부 및 피하조직의 질환 (L00-L98)","여자","연령미상","사망률[십만명당]","십만명당","","","","","","","","","","","","","","","","","","","",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","15 - 19세","사망자수[명]","명","9","7","13","6","7","5","4","5","6","2","3","5","3","6","5","5","3","3","0",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","15 - 19세","사망률[십만명당]","십만명당",".3",".2",".4",".2",".2",".1",".1",".1",".2",".1",".1",".2",".1",".2",".2",".2",".1",".1","",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","20 - 24세","사망자수[명]","명","19","16","8","5","4","7","6","9","11","9","6","8","10","8","6","4","3","2","4",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","20 - 24세","사망률[십만명당]","십만명당",".5",".4",".2",".1",".1",".2",".2",".3",".3",".3",".2",".2",".3",".2",".2",".1",".1",".1",".1",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","25 - 29세","사망자수[명]","명","17","8","16","14","12","8","9","12","12","9","5","7","7","9","9","6","3","2","10",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","25 - 29세","사망률[십만명당]","십만명당",".4",".2",".4",".3",".3",".2",".2",".3",".4",".3",".2",".2",".2",".3",".3",".2",".1",".1",".3",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","30 - 34세","사망자수[명]","명","16","24","20","18","20","17","17","16","17","11","15","7","7","4","5","10","6","8","8",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","30 - 34세","사망률[십만명당]","십만명당",".4",".5",".5",".4",".5",".4",".4",".4",".4",".3",".4",".2",".2",".1",".2",".3",".2",".3",".2",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","35 - 39세","사망자수[명]","명","21","28","22","10","23","17","21","18","20","27","20","14","14","9","12","15","9","11","14",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","35 - 39세","사망률[십만명당]","십만명당",".5",".6",".5",".2",".5",".4",".5",".4",".5",".7",".5",".4",".4",".2",".3",".4",".2",".3",".4",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","40 - 44세","사망자수[명]","명","23","23","26","32","19","33","26","14","20","26","23","20","17","15","13","17","9","13","12",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","40 - 44세","사망률[십만명당]","십만명당",".5",".5",".6",".8",".4",".8",".6",".3",".4",".6",".5",".5",".4",".4",".3",".4",".2",".3",".3",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","45 - 49세","사망자수[명]","명","29","39","42","44","34","37","51","44","38","32","27","25","33","33","28","34","23","19","22",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","45 - 49세","사망률[십만명당]","십만명당",".8","1","1","1",".8",".8","1.2","1",".9",".8",".6",".6",".7",".7",".6",".8",".5",".4",".5",
"근골격계통 및 결합 조직의 질환 (M00-M99)","계","50 - 54세","사망자수[명]","명","36","32","43","36","46","47","44","65","56","56","55","49","39","50","38","38","35","35","36",
